d,t,l
2021-01-26,2,42
2021-01-26,3,65
2021-01-26,4,88
2021-01-26,5,108
2021-01-26,6,120
2021-01-26,7,122
2021-01-26,8,116
2021-01-26,9,106
2021-01-26,10,94
2021-01-26,11,86
2021-01-26,12,85
2021-01-26,13,92
2021-01-26,14,106
2021-01-26,15,123
2021-01-26,16,139
2021-01-26,17,149
2021-01-26,18,149
2021-01-26,19,137
2021-01-26,20,114
2021-01-26,21,85
2021-01-26,22,55
2021-01-26,23,28
2021-01-27,0,12
2021-01-27,1,9
2021-01-27,2,21
2021-01-27,3,44
2021-01-27,4,73
2021-01-27,5,100
2021-01-27,6,120
2021-01-27,7,129
2021-01-27,8,126
2021-01-27,9,116
2021-01-27,10,101
2021-01-27,11,88
2021-01-27,12,80
2021-01-27,13,82
2021-01-27,14,94
2021-01-27,15,113
2021-01-27,16,134
2021-01-27,17,152
2021-01-27,18,160
2021-01-27,19,155
2021-01-27,20,137
2021-01-27,21,108
2021-01-27,22,73
2021-01-27,23,39
2021-01-28,0,13
2021-01-28,1,0
2021-01-28,2,4
2021-01-28,3,23
2021-01-28,4,53
2021-01-28,5,85
2021-01-28,6,114
2021-01-28,7,131
2021-01-28,8,135
2021-01-28,9,126
2021-01-28,10,111
2021-01-28,11,94
2021-01-28,12,80
2021-01-28,13,74
2021-01-28,14,80
2021-01-28,15,98
2021-01-28,16,122
2021-01-28,17,146
2021-01-28,18,164
2021-01-28,19,169
2021-01-28,20,158
2021-01-28,21,132
2021-01-28,22,97
2021-01-28,23,59
2021-01-29,0,24
2021-01-29,1,1
2021-01-29,2,-7
2021-01-29,3,5
2021-01-29,4,32
2021-01-29,5,66
2021-01-29,6,101
2021-01-29,7,127
2021-01-29,8,140
2021-01-29,9,136
2021-01-29,10,122
2021-01-29,11,103
2021-01-29,12,84
2021-01-29,13,71
2021-01-29,14,69
2021-01-29,15,81
2021-01-29,16,104
2021-01-29,17,132
2021-01-29,18,158
2021-01-29,19,173
2021-01-29,20,173
2021-01-29,21,156
2021-01-29,22,124
2021-01-29,23,85
2021-01-30,0,45
2021-01-30,1,12
2021-01-30,2,-6
2021-01-30,3,-6
2021-01-30,4,14
2021-01-30,5,46
2021-01-30,6,84
2021-01-30,7,117
2021-01-30,8,139
2021-01-30,9,144
2021-01-30,10,134
2021-01-30,11,114
2021-01-30,12,92
2021-01-30,13,73
2021-01-30,14,63
2021-01-30,15,66
2021-01-30,16,84
2021-01-30,17,112
2021-01-30,18,141
2021-01-30,19,165
2021-01-30,20,177
2021-01-30,21,171
2021-01-30,22,148
2021-01-30,23,112
2021-01-31,0,72
2021-01-31,1,34
2021-01-31,2,6
2021-01-31,3,-6
2021-01-31,4,3
2021-01-31,5,29
2021-01-31,6,65
2021-01-31,7,102
2021-01-31,8,131
2021-01-31,9,146
2021-01-31,10,143
2021-01-31,11,127
2021-01-31,12,104
2021-01-31,13,82
2021-01-31,14,64
2021-01-31,15,57
2021-01-31,16,66
2021-01-31,17,88
2021-01-31,18,118
2021-01-31,19,146
2021-01-31,20,168
2021-01-31,21,175
2021-01-31,22,163
2021-01-31,23,136
2021-02-01,0,99
2021-02-01,1,61
2021-02-01,2,28
2021-02-01,3,7
2021-02-01,4,3
2021-02-01,5,19
2021-02-01,6,49
2021-02-01,7,85
2021-02-01,8,118
2021-02-01,9,141
2021-02-01,10,148
2021-02-01,11,139
2021-02-01,12,118
2021-02-01,13,94
2021-02-01,14,72
2021-02-01,15,57
2021-02-01,16,54
2021-02-01,17,67
2021-02-01,18,91
2021-02-01,19,120
2021-02-01,20,146
2021-02-01,21,163
2021-02-01,22,165
2021-02-01,23,151
2021-02-02,0,123
2021-02-02,1,89
2021-02-02,2,56
2021-02-02,3,29
2021-02-02,4,16
2021-02-02,5,20
2021-02-02,6,40
2021-02-02,7,71
2021-02-02,8,103
2021-02-02,9,130
2021-02-02,10,146
2021-02-02,11,146
2021-02-02,12,132
2021-02-02,13,109
2021-02-02,14,85
2021-02-02,15,65
2021-02-02,16,52
2021-02-02,17,53
2021-02-02,18,67
2021-02-02,19,90
2021-02-02,20,116
2021-02-02,21,138
2021-02-02,22,151
2021-02-02,23,151
2021-02-03,0,136
2021-02-03,1,111
2021-02-03,2,82
2021-02-03,3,56
2021-02-03,4,37
2021-02-03,5,31
2021-02-03,6,41
2021-02-03,7,63
2021-02-03,8,91
2021-02-03,9,118
2021-02-03,10,138
2021-02-03,11,147
2021-02-03,12,141
2021-02-03,13,124
2021-02-03,14,102
2021-02-03,15,79
2021-02-03,16,60
2021-02-03,17,51
2021-02-03,18,53
2021-02-03,19,66
2021-02-03,20,86
2021-02-03,21,107
2021-02-03,22,125
2021-02-03,23,135
2021-02-04,0,134
2021-02-04,1,122
2021-02-04,2,102
2021-02-04,3,81
2021-02-04,4,63
2021-02-04,5,51
2021-02-04,6,51
2021-02-04,7,62
2021-02-04,8,82
2021-02-04,9,106
2021-02-04,10,126
2021-02-04,11,141
2021-02-04,12,144
2021-02-04,13,136
2021-02-04,14,119
2021-02-04,15,97
2021-02-04,16,76
2021-02-04,17,60
2021-02-04,18,50
2021-02-04,19,51
2021-02-04,20,60
2021-02-04,21,76
2021-02-04,22,93
2021-02-04,23,108
2021-02-05,0,117
2021-02-05,1,119
2021-02-05,2,112
2021-02-05,3,100
2021-02-05,4,86
2021-02-05,5,75
2021-02-05,6,68
2021-02-05,7,70
2021-02-05,8,80
2021-02-05,9,96
2021-02-05,10,114
2021-02-05,11,130
2021-02-05,12,140
2021-02-05,13,141
2021-02-05,14,133
2021-02-05,15,117
2021-02-05,16,97
2021-02-05,17,77
2021-02-05,18,61
2021-02-05,19,50
2021-02-05,20,47
2021-02-05,21,51
2021-02-05,22,62
2021-02-05,23,75
2021-02-06,0,90
2021-02-06,1,102
2021-02-06,2,108
2021-02-06,3,108
2021-02-06,4,103
2021-02-06,5,96
2021-02-06,6,89
2021-02-06,7,84
2021-02-06,8,85
2021-02-06,9,92
2021-02-06,10,103
2021-02-06,11,117
2021-02-06,12,130
2021-02-06,13,138
2021-02-06,14,140
2021-02-06,15,133
2021-02-06,16,119
2021-02-06,17,101
2021-02-06,18,81
2021-02-06,19,62
2021-02-06,20,47
2021-02-06,21,39
2021-02-06,22,38
2021-02-06,23,45
2021-02-07,0,58
2021-02-07,1,75
2021-02-07,2,91
2021-02-07,3,104
2021-02-07,4,111
2021-02-07,5,111
2021-02-07,6,107
2021-02-07,7,101
2021-02-07,8,95
2021-02-07,9,93
2021-02-07,10,96
2021-02-07,11,104
2021-02-07,12,116
2021-02-07,13,128
2021-02-07,14,138
2021-02-07,15,142
2021-02-07,16,138
2021-02-07,17,126
2021-02-07,18,107
2021-02-07,19,85
2021-02-07,20,62
2021-02-07,21,42
2021-02-07,22,28
2021-02-07,23,24
2021-02-08,0,30
2021-02-08,1,45
2021-02-08,2,66
2021-02-08,3,88
2021-02-08,4,107
2021-02-08,5,118
2021-02-08,6,121
2021-02-08,7,117
2021-02-08,8,109
2021-02-08,9,100
2021-02-08,10,93
2021-02-08,11,93
2021-02-08,12,100
2021-02-08,13,113
2021-02-08,14,128
2021-02-08,15,141
2021-02-08,16,149
2021-02-08,17,146
2021-02-08,18,134
2021-02-08,19,112
2021-02-08,20,86
2021-02-08,21,58
2021-02-08,22,33
2021-02-08,23,16
2021-02-09,0,11
2021-02-09,1,19
2021-02-09,2,38
2021-02-09,3,65
2021-02-09,4,93
2021-02-09,5,116
2021-02-09,6,128
2021-02-09,7,130
2021-02-09,8,123
2021-02-09,9,110
2021-02-09,10,97
2021-02-09,11,88
2021-02-09,12,86
2021-02-09,13,95
2021-02-09,14,111
2021-02-09,15,130
2021-02-09,16,148
2021-02-09,17,158
2021-02-09,18,155
2021-02-09,19,140
2021-02-09,20,115
2021-02-09,21,83
2021-02-09,22,50
2021-02-09,23,22
2021-02-10,0,4
2021-02-10,1,1
2021-02-10,2,14
2021-02-10,3,40
2021-02-10,4,72
2021-02-10,5,104
2021-02-10,6,127
2021-02-10,7,137
2021-02-10,8,134
2021-02-10,9,122
2021-02-10,10,105
2021-02-10,11,88
2021-02-10,12,78
2021-02-10,13,79
2021-02-10,14,91
2021-02-10,15,112
2021-02-10,16,136
2021-02-10,17,157
2021-02-10,18,167
2021-02-10,19,162
2021-02-10,20,142
2021-02-10,21,111
2021-02-10,22,76
2021-02-10,23,40
2021-02-11,0,11
2021-02-11,1,-4
2021-02-11,2,-1
2021-02-11,3,18
2021-02-11,4,50
2021-02-11,5,86
2021-02-11,6,118
2021-02-11,7,138
2021-02-11,8,143
2021-02-11,9,133
2021-02-11,10,115
2021-02-11,11,95
2021-02-11,12,77
2021-02-11,13,68
2021-02-11,14,74
2021-02-11,15,92
2021-02-11,16,118
2021-02-11,17,145
2021-02-11,18,166
2021-02-11,19,173
2021-02-11,20,163
2021-02-11,21,138
2021-02-11,22,103
2021-02-11,23,65
2021-02-12,0,29
2021-02-12,1,4
2021-02-12,2,-5
2021-02-12,3,5
2021-02-12,4,32
2021-02-12,5,67
2021-02-12,6,103
2021-02-12,7,132
2021-02-12,8,145
2021-02-12,9,142
2021-02-12,10,126
2021-02-12,11,104
2021-02-12,12,82
2021-02-12,13,65
2021-02-12,14,61
2021-02-12,15,73
2021-02-12,16,97
2021-02-12,17,126
2021-02-12,18,154
2021-02-12,19,172
2021-02-12,20,174
2021-02-12,21,158
2021-02-12,22,127
2021-02-12,23,90
2021-02-13,0,52
2021-02-13,1,21
2021-02-13,2,2
2021-02-13,3,2
2021-02-13,4,21
2021-02-13,5,52
2021-02-13,6,88
2021-02-13,7,121
2021-02-13,8,142
2021-02-13,9,147
2021-02-13,10,135
2021-02-13,11,114
2021-02-13,12,90
2021-02-13,13,69
2021-02-13,14,56
2021-02-13,15,58
2021-02-13,16,76
2021-02-13,17,104
2021-02-13,18,134
2021-02-13,19,159
2021-02-13,20,172
2021-02-13,21,167
2021-02-13,22,145
2021-02-13,23,112
2021-02-14,0,76
2021-02-14,1,42
2021-02-14,2,17
2021-02-14,3,8
2021-02-14,4,18
2021-02-14,5,43
2021-02-14,6,75
2021-02-14,7,109
2021-02-14,8,135
2021-02-14,9,147
2021-02-14,10,142
2021-02-14,11,124
2021-02-14,12,100
2021-02-14,13,76
2021-02-14,14,58
2021-02-14,15,51
2021-02-14,16,60
2021-02-14,17,83
2021-02-14,18,112
2021-02-14,19,140
2021-02-14,20,160
2021-02-14,21,165
2021-02-14,22,154
2021-02-14,23,128
2021-02-15,0,95
2021-02-15,1,63
2021-02-15,2,36
2021-02-15,3,21
2021-02-15,4,22
2021-02-15,5,39
2021-02-15,6,67
2021-02-15,7,99
2021-02-15,8,126
2021-02-15,9,143
2021-02-15,10,145
2021-02-15,11,132
2021-02-15,12,111
2021-02-15,13,86
2021-02-15,14,65
2021-02-15,15,51
2021-02-15,16,51
2021-02-15,17,66
2021-02-15,18,91
2021-02-15,19,118
2021-02-15,20,142
2021-02-15,21,154
2021-02-15,22,153
2021-02-15,23,136
2021-02-16,0,110
2021-02-16,1,81
2021-02-16,2,55
2021-02-16,3,37
2021-02-16,4,32
2021-02-16,5,42
2021-02-16,6,64
2021-02-16,7,91
2021-02-16,8,117
2021-02-16,9,137
2021-02-16,10,144
2021-02-16,11,138
2021-02-16,12,120
2021-02-16,13,97
2021-02-16,14,75
2021-02-16,15,57
2021-02-16,16,50
2021-02-16,17,55
2021-02-16,18,73
2021-02-16,19,97
2021-02-16,20,120
2021-02-16,21,137
2021-02-16,22,143
2021-02-16,23,136
2021-02-17,0,118
2021-02-17,1,95
2021-02-17,2,71
2021-02-17,3,53
2021-02-17,4,45
2021-02-17,5,48
2021-02-17,6,64
2021-02-17,7,87
2021-02-17,8,110
2021-02-17,9,130
2021-02-17,10,140
2021-02-17,11,139
2021-02-17,12,128
2021-02-17,13,108
2021-02-17,14,87
2021-02-17,15,67
2021-02-17,16,54
2021-02-17,17,52
2021-02-17,18,61
2021-02-17,19,78
2021-02-17,20,98
2021-02-17,21,116
2021-02-17,22,128
2021-02-17,23,129
2021-02-18,0,119
2021-02-18,1,103
2021-02-18,2,85
2021-02-18,3,68
2021-02-18,4,58
2021-02-18,5,58
2021-02-18,6,67
2021-02-18,7,84
2021-02-18,8,104
2021-02-18,9,122
2021-02-18,10,134
2021-02-18,11,138
2021-02-18,12,131
2021-02-18,13,117
2021-02-18,14,99
2021-02-18,15,80
2021-02-18,16,64
2021-02-18,17,55
2021-02-18,18,56
2021-02-18,19,65
2021-02-18,20,79
2021-02-18,21,95
2021-02-18,22,108
2021-02-18,23,115
2021-02-19,0,114
2021-02-19,1,106
2021-02-19,2,94
2021-02-19,3,82
2021-02-19,4,72
2021-02-19,5,69
2021-02-19,6,74
2021-02-19,7,85
2021-02-19,8,100
2021-02-19,9,115
2021-02-19,10,127
2021-02-19,11,133
2021-02-19,12,132
2021-02-19,13,123
2021-02-19,14,110
2021-02-19,15,93
2021-02-19,16,77
2021-02-19,17,65
2021-02-19,18,58
2021-02-19,19,59
2021-02-19,20,66
2021-02-19,21,76
2021-02-19,22,87
2021-02-19,23,97
2021-02-20,0,102
2021-02-20,1,102
2021-02-20,2,98
2021-02-20,3,91
2021-02-20,4,85
2021-02-20,5,82
2021-02-20,6,82
2021-02-20,7,88
2021-02-20,8,97
2021-02-20,9,108
2021-02-20,10,118
2021-02-20,11,126
2021-02-20,12,129
2021-02-20,13,126
2021-02-20,14,118
2021-02-20,15,107
2021-02-20,16,93
2021-02-20,17,79
2021-02-20,18,68
2021-02-20,19,60
2021-02-20,20,58
2021-02-20,21,61
2021-02-20,22,68
2021-02-20,23,77
2021-02-21,0,86
2021-02-21,1,92
2021-02-21,2,96
2021-02-21,3,97
2021-02-21,4,96
2021-02-21,5,94
2021-02-21,6,93
2021-02-21,7,94
2021-02-21,8,98
2021-02-21,9,103
2021-02-21,10,110
2021-02-21,11,117
2021-02-21,12,122
2021-02-21,13,125
2021-02-21,14,124
2021-02-21,15,118
2021-02-21,16,109
2021-02-21,17,96
2021-02-21,18,83
2021-02-21,19,69
2021-02-21,20,59
2021-02-21,21,53
2021-02-21,22,53
2021-02-21,23,57
2021-02-22,0,66
2021-02-22,1,77
2021-02-22,2,88
2021-02-22,3,97
2021-02-22,4,102
2021-02-22,5,105
2021-02-22,6,105
2021-02-22,7,103
2021-02-22,8,101
2021-02-22,9,101
2021-02-22,10,103
2021-02-22,11,107
2021-02-22,12,113
2021-02-22,13,120
2021-02-22,14,125
2021-02-22,15,127
2021-02-22,16,123
2021-02-22,17,115
2021-02-22,18,101
2021-02-22,19,85
2021-02-22,20,67
