d,t,l
2022-01-01,0,-5
2022-01-01,1,2
2022-01-01,2,23
2022-01-01,3,53
2022-01-01,4,86
2022-01-01,5,115
2022-01-01,6,134
2022-01-01,7,140
2022-01-01,8,131
2022-01-01,9,113
2022-01-01,10,92
2022-01-01,11,75
2022-01-01,12,69
2022-01-01,13,76
2022-01-01,14,93
2022-01-01,15,117
2022-01-01,16,142
2022-01-01,17,161
2022-01-01,18,168
2022-01-01,19,159
2022-01-01,20,134
2022-01-01,21,97
2022-01-01,22,54
2022-01-01,23,17
2022-01-02,0,-8
2022-01-02,1,-16
2022-01-02,2,-5
2022-01-02,3,20
2022-01-02,4,55
2022-01-02,5,91
2022-01-02,6,122
2022-01-02,7,141
2022-01-02,8,145
2022-01-02,9,133
2022-01-02,10,113
2022-01-02,11,90
2022-01-02,12,74
2022-01-02,13,69
2022-01-02,14,78
2022-01-02,15,98
2022-01-02,16,124
2022-01-02,17,149
2022-01-02,18,167
2022-01-02,19,171
2022-01-02,20,159
2022-01-02,21,129
2022-01-02,22,88
2022-01-02,23,44
2022-01-03,0,6
2022-01-03,1,-17
2022-01-03,2,-21
2022-01-03,3,-6
2022-01-03,4,23
2022-01-03,5,60
2022-01-03,6,98
2022-01-03,7,128
2022-01-03,8,145
2022-01-03,9,146
2022-01-03,10,132
2022-01-03,11,110
2022-01-03,12,87
2022-01-03,13,73
2022-01-03,14,70
2022-01-03,15,81
2022-01-03,16,102
2022-01-03,17,129
2022-01-03,18,153
2022-01-03,19,169
2022-01-03,20,170
2022-01-03,21,154
2022-01-03,22,122
2022-01-03,23,79
2022-01-04,0,35
2022-01-04,1,0
2022-01-04,2,-19
2022-01-04,3,-19
2022-01-04,4,-1
2022-01-04,5,30
2022-01-04,6,68
2022-01-04,7,104
2022-01-04,8,132
2022-01-04,9,146
2022-01-04,10,144
2022-01-04,11,128
2022-01-04,12,106
2022-01-04,13,84
2022-01-04,14,72
2022-01-04,15,72
2022-01-04,16,85
2022-01-04,17,107
2022-01-04,18,132
2022-01-04,19,154
2022-01-04,20,167
2022-01-04,21,165
2022-01-04,22,146
2022-01-04,23,112
2022-01-05,0,70
2022-01-05,1,29
2022-01-05,2,-2
2022-01-05,3,-16
2022-01-05,4,-12
2022-01-05,5,9
2022-01-05,6,41
2022-01-05,7,77
2022-01-05,8,110
2022-01-05,9,134
2022-01-05,10,144
2022-01-05,11,139
2022-01-05,12,122
2022-01-05,13,100
2022-01-05,14,81
2022-01-05,15,72
2022-01-05,16,74
2022-01-05,17,88
2022-01-05,18,110
2022-01-05,19,133
2022-01-05,20,152
2022-01-05,21,161
2022-01-05,22,156
2022-01-05,23,135
2022-01-06,0,101
2022-01-06,1,62
2022-01-06,2,27
2022-01-06,3,2
2022-01-06,4,-6
2022-01-06,5,1
2022-01-06,6,23
2022-01-06,7,54
2022-01-06,8,86
2022-01-06,9,115
2022-01-06,10,134
2022-01-06,11,139
2022-01-06,12,131
2022-01-06,13,114
2022-01-06,14,94
2022-01-06,15,78
2022-01-06,16,72
2022-01-06,17,77
2022-01-06,18,91
2022-01-06,19,111
2022-01-06,20,131
2022-01-06,21,147
2022-01-06,22,152
2022-01-06,23,144
2022-01-07,0,123
2022-01-07,1,92
2022-01-07,2,58
2022-01-07,3,29
2022-01-07,4,11
2022-01-07,5,8
2022-01-07,6,18
2022-01-07,7,40
2022-01-07,8,67
2022-01-07,9,96
2022-01-07,10,119
2022-01-07,11,132
2022-01-07,12,132
2022-01-07,13,122
2022-01-07,14,105
2022-01-07,15,87
2022-01-07,16,75
2022-01-07,17,72
2022-01-07,18,78
2022-01-07,19,92
2022-01-07,20,110
2022-01-07,21,127
2022-01-07,22,138
2022-01-07,23,141
2022-01-08,0,131
2022-01-08,1,111
2022-01-08,2,84
2022-01-08,3,57
2022-01-08,4,34
2022-01-08,5,23
2022-01-08,6,24
2022-01-08,7,37
2022-01-08,8,57
2022-01-08,9,81
2022-01-08,10,104
2022-01-08,11,121
2022-01-08,12,128
2022-01-08,13,125
2022-01-08,14,113
2022-01-08,15,96
2022-01-08,16,81
2022-01-08,17,71
2022-01-08,18,70
2022-01-08,19,77
2022-01-08,20,90
2022-01-08,21,106
2022-01-08,22,120
2022-01-08,23,129
2022-01-09,0,130
2022-01-09,1,120
2022-01-09,2,103
2022-01-09,3,80
2022-01-09,4,59
2022-01-09,5,43
2022-01-09,6,37
2022-01-09,7,41
2022-01-09,8,55
2022-01-09,9,73
2022-01-09,10,94
2022-01-09,11,111
2022-01-09,12,123
2022-01-09,13,126
2022-01-09,14,119
2022-01-09,15,105
2022-01-09,16,88
2022-01-09,17,74
2022-01-09,18,65
2022-01-09,19,65
2022-01-09,20,72
2022-01-09,21,85
2022-01-09,22,99
2022-01-09,23,112
2022-01-10,0,120
2022-01-10,1,120
2022-01-10,2,113
2022-01-10,3,98
2022-01-10,4,80
2022-01-10,5,63
2022-01-10,6,53
2022-01-10,7,50
2022-01-10,8,57
2022-01-10,9,71
2022-01-10,10,88
2022-01-10,11,105
2022-01-10,12,119
2022-01-10,13,126
2022-01-10,14,124
2022-01-10,15,114
2022-01-10,16,99
2022-01-10,17,81
2022-01-10,18,66
2022-01-10,19,58
2022-01-10,20,57
2022-01-10,21,64
2022-01-10,22,77
2022-01-10,23,91
2022-01-11,0,104
2022-01-11,1,112
2022-01-11,2,114
2022-01-11,3,109
2022-01-11,4,97
2022-01-11,5,83
2022-01-11,6,70
2022-01-11,7,62
2022-01-11,8,62
2022-01-11,9,70
2022-01-11,10,83
2022-01-11,11,100
2022-01-11,12,115
2022-01-11,13,126
2022-01-11,14,130
2022-01-11,15,125
2022-01-11,16,112
2022-01-11,17,93
2022-01-11,18,73
2022-01-11,19,56
2022-01-11,20,47
2022-01-11,21,46
2022-01-11,22,54
2022-01-11,23,67
2022-01-12,0,83
2022-01-12,1,98
2022-01-12,2,108
2022-01-12,3,113
2022-01-12,4,110
2022-01-12,5,100
2022-01-12,6,87
2022-01-12,7,76
2022-01-12,8,69
2022-01-12,9,70
2022-01-12,10,79
