d,t,l
2020-02-17,22,40
2020-02-17,23,48
2020-02-18,0,61
2020-02-18,1,77
2020-02-18,2,92
2020-02-18,3,104
2020-02-18,4,110
2020-02-18,5,111
2020-02-18,6,106
2020-02-18,7,100
2020-02-18,8,94
2020-02-18,9,92
2020-02-18,10,94
2020-02-18,11,100
2020-02-18,12,109
2020-02-18,13,120
2020-02-18,14,128
2020-02-18,15,132
2020-02-18,16,128
2020-02-18,17,118
2020-02-18,18,101
2020-02-18,19,81
2020-02-18,20,60
2020-02-18,21,43
2020-02-18,22,32
2020-02-18,23,30
2020-02-19,0,37
2020-02-19,1,51
2020-02-19,2,71
2020-02-19,3,91
2020-02-19,4,109
2020-02-19,5,119
2020-02-19,6,121
2020-02-19,7,116
2020-02-19,8,107
2020-02-19,9,97
2020-02-19,10,90
2020-02-19,11,88
2020-02-19,12,93
2020-02-19,13,103
2020-02-19,14,116
2020-02-19,15,128
2020-02-19,16,136
2020-02-19,17,135
2020-02-19,18,125
2020-02-19,19,106
2020-02-19,20,82
2020-02-19,21,57
2020-02-19,22,36
2020-02-19,23,23
2020-02-20,0,20
2020-02-20,1,30
2020-02-20,2,49
2020-02-20,3,73
2020-02-20,4,99
2020-02-20,5,119
2020-02-20,6,129
2020-02-20,7,129
2020-02-20,8,120
2020-02-20,9,106
2020-02-20,10,91
2020-02-20,11,81
2020-02-20,12,80
2020-02-20,13,87
2020-02-20,14,101
2020-02-20,15,118
2020-02-20,16,134
2020-02-20,17,144
2020-02-20,18,143
2020-02-20,19,130
2020-02-20,20,106
2020-02-20,21,77
2020-02-20,22,48
2020-02-20,23,25
2020-02-21,0,13
2020-02-21,1,14
2020-02-21,2,29
2020-02-21,3,54
2020-02-21,4,84
2020-02-21,5,111
2020-02-21,6,131
2020-02-21,7,138
2020-02-21,8,132
2020-02-21,9,117
2020-02-21,10,97
2020-02-21,11,80
2020-02-21,12,71
2020-02-21,13,72
2020-02-21,14,84
2020-02-21,15,104
2020-02-21,16,126
2020-02-21,17,144
2020-02-21,18,153
2020-02-21,19,148
2020-02-21,20,130
2020-02-21,21,101
2020-02-21,22,67
2020-02-21,23,35
2020-02-22,0,14
2020-02-22,1,6
2020-02-22,2,14
2020-02-22,3,36
2020-02-22,4,67
2020-02-22,5,100
2020-02-22,6,127
2020-02-22,7,142
2020-02-22,8,142
2020-02-22,9,128
2020-02-22,10,107
2020-02-22,11,84
2020-02-22,12,66
2020-02-22,13,61
2020-02-22,14,68
2020-02-22,15,87
2020-02-22,16,112
2020-02-22,17,137
2020-02-22,18,155
2020-02-22,19,160
