d,t,l
2021-01-01,0,45
2021-01-01,1,11
2021-01-01,2,-8
2021-01-01,3,-9
2021-01-01,4,10
2021-01-01,5,41
2021-01-01,6,79
2021-01-01,7,115
2021-01-01,8,140
2021-01-01,9,151
2021-01-01,10,146
2021-01-01,11,129
2021-01-01,12,106
2021-01-01,13,85
2021-01-01,14,73
2021-01-01,15,74
2021-01-01,16,88
2021-01-01,17,113
2021-01-01,18,141
2021-01-01,19,165
2021-01-01,20,176
2021-01-01,21,172
2021-01-01,22,150
2021-01-01,23,115
2021-01-02,0,73
2021-01-02,1,33
2021-01-02,2,3
2021-01-02,3,-9
2021-01-02,4,-3
2021-01-02,5,20
2021-01-02,6,55
2021-01-02,7,93
2021-01-02,8,125
2021-01-02,9,146
2021-01-02,10,151
2021-01-02,11,141
2021-01-02,12,121
2021-01-02,13,97
2021-01-02,14,78
2021-01-02,15,69
2021-01-02,16,74
2021-01-02,17,92
2021-01-02,18,119
2021-01-02,19,146
2021-01-02,20,166
2021-01-02,21,174
2021-01-02,22,165
2021-01-02,23,140
2021-01-03,0,104
2021-01-03,1,63
2021-01-03,2,27
2021-01-03,3,3
2021-01-03,4,-4
2021-01-03,5,8
2021-01-03,6,35
2021-01-03,7,70
2021-01-03,8,105
2021-01-03,9,133
2021-01-03,10,148
2021-01-03,11,148
2021-01-03,12,134
2021-01-03,13,113
2021-01-03,14,90
2021-01-03,15,73
2021-01-03,16,67
2021-01-03,17,75
2021-01-03,18,94
2021-01-03,19,120
2021-01-03,20,145
2021-01-03,21,163
2021-01-03,22,167
2021-01-03,23,156
2021-01-04,0,130
2021-01-04,1,96
2021-01-04,2,59
2021-01-04,3,28
2021-01-04,4,10
2021-01-04,5,8
2021-01-04,6,22
2021-01-04,7,50
2021-01-04,8,83
2021-01-04,9,114
2021-01-04,10,137
2021-01-04,11,147
2021-01-04,12,143
2021-01-04,13,128
2021-01-04,14,106
2021-01-04,15,84
2021-01-04,16,68
2021-01-04,17,64
2021-01-04,18,73
2021-01-04,19,92
2021-01-04,20,116
2021-01-04,21,139
2021-01-04,22,154
2021-01-04,23,157
2021-01-05,0,146
2021-01-05,1,123
2021-01-05,2,92
2021-01-05,3,60
2021-01-05,4,35
2021-01-05,5,21
2021-01-05,6,23
2021-01-05,7,38
2021-01-05,8,64
2021-01-05,9,94
2021-01-05,10,121
2021-01-05,11,139
2021-01-05,12,146
2021-01-05,13,140
2021-01-05,14,123
2021-01-05,15,101
2021-01-05,16,80
2021-01-05,17,65
2021-01-05,18,60
2021-01-05,19,68
2021-01-05,20,85
2021-01-05,21,107
2021-01-05,22,127
2021-01-05,23,142
2021-01-06,0,145
2021-01-06,1,137
2021-01-06,2,119
2021-01-06,3,93
2021-01-06,4,67
2021-01-06,5,46
2021-01-06,6,36
2021-01-06,7,38
2021-01-06,8,53
2021-01-06,9,76
2021-01-06,10,102
2021-01-06,11,125
2021-01-06,12,141
2021-01-06,13,146
2021-01-06,14,138
2021-01-06,15,121
2021-01-06,16,99
2021-01-06,17,77
2021-01-06,18,60
2021-01-06,19,54
2021-01-06,20,59
2021-01-06,21,73
2021-01-06,22,93
2021-01-06,23,113
2021-01-07,0,128
2021-01-07,1,135
2021-01-07,2,132
2021-01-07,3,119
2021-01-07,4,99
2021-01-07,5,78
2021-01-07,6,60
2021-01-07,7,51
2021-01-07,8,52
2021-01-07,9,65
2021-01-07,10,85
2021-01-07,11,108
2021-01-07,12,129
2021-01-07,13,143
2021-01-07,14,147
2021-01-07,15,140
2021-01-07,16,122
2021-01-07,17,98
2021-01-07,18,74
2021-01-07,19,55
2021-01-07,20,45
2021-01-07,21,46
2021-01-07,22,58
2021-01-07,23,76
2021-01-08,0,97
2021-01-08,1,116
2021-01-08,2,128
2021-01-08,3,131
2021-01-08,4,123
2021-01-08,5,108
2021-01-08,6,89
2021-01-08,7,73
2021-01-08,8,63
2021-01-08,9,63
2021-01-08,10,73
2021-01-08,11,91
2021-01-08,12,113
2021-01-08,13,134
2021-01-08,14,148
2021-01-08,15,152
2021-01-08,16,144
2021-01-08,17,125
2021-01-08,18,98
2021-01-08,19,70
2021-01-08,20,46
2021-01-08,21,32
2021-01-08,22,30
2021-01-08,23,40
2021-01-09,0,60
2021-01-09,1,84
2021-01-09,2,108
2021-01-09,3,125
2021-01-09,4,133
2021-01-09,5,130
2021-01-09,6,117
2021-01-09,7,100
2021-01-09,8,83
2021-01-09,9,72
2021-01-09,10,70
2021-01-09,11,78
2021-01-09,12,96
2021-01-09,13,118
2021-01-09,14,140
2021-01-09,15,155
2021-01-09,16,159
2021-01-09,17,150
2021-01-09,18,127
2021-01-09,19,96
2021-01-09,20,64
2021-01-09,21,35
2021-01-09,22,18
2021-01-09,23,14
2021-01-10,0,24
2021-01-10,1,46
2021-01-10,2,75
2021-01-10,3,104
2021-01-10,4,127
2021-01-10,5,139
2021-01-10,6,137
2021-01-10,7,125
2021-01-10,8,107
2021-01-10,9,88
2021-01-10,10,75
2021-01-10,11,73
2021-01-10,12,81
2021-01-10,13,100
2021-01-10,14,124
2021-01-10,15,148
2021-01-10,16,164
2021-01-10,17,167
2021-01-10,18,155
2021-01-10,19,128
2021-01-10,20,92
2021-01-10,21,55
2021-01-10,22,23
2021-01-10,23,3
2021-01-11,0,0
2021-01-11,1,12
2021-01-11,2,39
2021-01-11,3,73
2021-01-11,4,106
2021-01-11,5,132
2021-01-11,6,145
2021-01-11,7,143
2021-01-11,8,130
2021-01-11,9,109
2021-01-11,10,89
2021-01-11,11,75
2021-01-11,12,73
2021-01-11,13,83
2021-01-11,14,105
2021-01-11,15,132
2021-01-11,16,157
2021-01-11,17,173
2021-01-11,18,174
2021-01-11,19,157
2021-01-11,20,126
2021-01-11,21,85
2021-01-11,22,43
2021-01-11,23,10
2021-01-12,0,-10
2021-01-12,1,-10
2021-01-12,2,7
2021-01-12,3,39
2021-01-12,4,77
2021-01-12,5,113
2021-01-12,6,139
2021-01-12,7,151
2021-01-12,8,146
2021-01-12,9,129
2021-01-12,10,106
2021-01-12,11,85
2021-01-12,12,72
2021-01-12,13,72
2021-01-12,14,86
2021-01-12,15,111
2021-01-12,16,140
2021-01-12,17,166
2021-01-12,18,180
2021-01-12,19,177
2021-01-12,20,156
2021-01-12,21,119
2021-01-12,22,75
2021-01-12,23,31
2021-01-13,0,-2
2021-01-13,1,-18
2021-01-13,2,-14
2021-01-13,3,9
2021-01-13,4,45
2021-01-13,5,86
2021-01-13,6,122
2021-01-13,7,146
2021-01-13,8,154
2021-01-13,9,145
2021-01-13,10,124
2021-01-13,11,99
2021-01-13,12,78
2021-01-13,13,67
2021-01-13,14,71
2021-01-13,15,90
2021-01-13,16,118
2021-01-13,17,149
2021-01-13,18,173
2021-01-13,19,184
2021-01-13,20,176
2021-01-13,21,149
2021-01-13,22,109
2021-01-13,23,62
2021-01-14,0,20
2021-01-14,1,-9
2021-01-14,2,-19
2021-01-14,3,-9
2021-01-14,4,19
2021-01-14,5,58
2021-01-14,6,99
2021-01-14,7,132
2021-01-14,8,151
2021-01-14,9,153
2021-01-14,10,139
2021-01-14,11,115
2021-01-14,12,90
2021-01-14,13,71
2021-01-14,14,64
2021-01-14,15,73
2021-01-14,16,95
2021-01-14,17,125
2021-01-14,18,156
2021-01-14,19,177
2021-01-14,20,182
2021-01-14,21,168
2021-01-14,22,137
2021-01-14,23,95
2021-01-15,0,50
2021-01-15,1,12
2021-01-15,2,-10
2021-01-15,3,-13
2021-01-15,4,3
2021-01-15,5,35
2021-01-15,6,75
2021-01-15,7,113
2021-01-15,8,141
2021-01-15,9,153
2021-01-15,10,148
2021-01-15,11,130
2021-01-15,12,105
2021-01-15,13,80
2021-01-15,14,65
2021-01-15,15,63
2021-01-15,16,76
2021-01-15,17,101
2021-01-15,18,132
2021-01-15,19,159
2021-01-15,20,175
2021-01-15,21,174
2021-01-15,22,156
2021-01-15,23,122
2021-01-16,0,81
2021-01-16,1,40
2021-01-16,2,9
2021-01-16,3,-5
2021-01-16,4,-1
2021-01-16,5,21
2021-01-16,6,55
2021-01-16,7,93
2021-01-16,8,125
2021-01-16,9,146
2021-01-16,10,151
2021-01-16,11,140
2021-01-16,12,119
2021-01-16,13,94
2021-01-16,14,73
2021-01-16,15,62
2021-01-16,16,65
2021-01-16,17,81
2021-01-16,18,107
2021-01-16,19,135
2021-01-16,20,157
2021-01-16,21,167
2021-01-16,22,161
2021-01-16,23,140
2021-01-17,0,106
2021-01-17,1,69
2021-01-17,2,35
2021-01-17,3,12
2021-01-17,4,6
2021-01-17,5,17
2021-01-17,6,42
