d,t,l
2022-02-01,0,2
2022-02-01,1,-8
2022-02-01,2,0
2022-02-01,3,25
2022-02-01,4,61
2022-02-01,5,99
2022-02-01,6,131
2022-02-01,7,151
2022-02-01,8,154
2022-02-01,9,141
2022-02-01,10,119
2022-02-01,11,93
2022-02-01,12,72
2022-02-01,13,62
2022-02-01,14,68
2022-02-01,15,86
2022-02-01,16,114
2022-02-01,17,143
2022-02-01,18,164
2022-02-01,19,172
2022-02-01,20,161
2022-02-01,21,134
2022-02-01,22,95
2022-02-01,23,52
2022-02-02,0,16
2022-02-02,1,-6
2022-02-02,2,-10
2022-02-02,3,7
2022-02-02,4,39
2022-02-02,5,79
2022-02-02,6,118
2022-02-02,7,146
2022-02-02,8,158
2022-02-02,9,153
2022-02-02,10,133
2022-02-02,11,105
2022-02-02,12,78
2022-02-02,13,59
2022-02-02,14,55
2022-02-02,15,66
2022-02-02,16,91
2022-02-02,17,123
2022-02-02,18,152
2022-02-02,19,171
2022-02-02,20,173
2022-02-02,21,156
2022-02-02,22,122
2022-02-02,23,80
2022-02-03,0,38
2022-02-03,1,6
2022-02-03,2,-9
2022-02-03,3,-3
2022-02-03,4,21
2022-02-03,5,59
2022-02-03,6,100
2022-02-03,7,135
2022-02-03,8,157
2022-02-03,9,160
2022-02-03,10,146
2022-02-03,11,120
2022-02-03,12,89
2022-02-03,13,63
2022-02-03,14,49
2022-02-03,15,51
2022-02-03,16,69
2022-02-03,17,99
2022-02-03,18,132
2022-02-03,19,159
2022-02-03,20,172
2022-02-03,21,168
2022-02-03,22,144
2022-02-03,23,108
2022-02-04,0,65
2022-02-04,1,28
2022-02-04,2,3
2022-02-04,3,-3
2022-02-04,4,12
2022-02-04,5,42
2022-02-04,6,81
2022-02-04,7,120
2022-02-04,8,148
2022-02-04,9,161
2022-02-04,10,155
2022-02-04,11,134
2022-02-04,12,104
2022-02-04,13,73
2022-02-04,14,50
2022-02-04,15,42
2022-02-04,16,51
2022-02-04,17,75
2022-02-04,18,107
2022-02-04,19,138
2022-02-04,20,161
2022-02-04,21,168
2022-02-04,22,157
2022-02-04,23,130
2022-02-05,0,92
2022-02-05,1,54
2022-02-05,2,23
2022-02-05,3,8
2022-02-05,4,11
2022-02-05,5,32
2022-02-05,6,65
2022-02-05,7,103
2022-02-05,8,136
2022-02-05,9,156
2022-02-05,10,159
2022-02-05,11,145
2022-02-05,12,119
2022-02-05,13,88
2022-02-05,14,60
2022-02-05,15,43
2022-02-05,16,41
2022-02-05,17,55
2022-02-05,18,81
2022-02-05,19,112
2022-02-05,20,140
2022-02-05,21,156
2022-02-05,22,157
2022-02-05,23,142
2022-02-06,0,114
2022-02-06,1,80
2022-02-06,2,48
2022-02-06,3,26
2022-02-06,4,20
2022-02-06,5,30
2022-02-06,6,55
2022-02-06,7,88
2022-02-06,8,121
2022-02-06,9,146
2022-02-06,10,157
2022-02-06,11,152
2022-02-06,12,133
2022-02-06,13,105
2022-02-06,14,75
2022-02-06,15,52
2022-02-06,16,40
2022-02-06,17,43
2022-02-06,18,60
2022-02-06,19,85
2022-02-06,20,113
2022-02-06,21,135
2022-02-06,22,146
2022-02-06,23,143
2022-02-07,0,127
2022-02-07,1,101
2022-02-07,2,73
2022-02-07,3,49
2022-02-07,4,36
2022-02-07,5,37
2022-02-07,6,52
2022-02-07,7,77
2022-02-07,8,106
2022-02-07,9,132
2022-02-07,10,149
2022-02-07,11,152
2022-02-07,12,142
2022-02-07,13,121
2022-02-07,14,94
2022-02-07,15,67
2022-02-07,16,49
2022-02-07,17,41
2022-02-07,18,47
2022-02-07,19,63
2022-02-07,20,86
2022-02-07,21,108
2022-02-07,22,125
2022-02-07,23,132
2022-02-08,0,128
2022-02-08,1,114
2022-02-08,2,93
2022-02-08,3,73
2022-02-08,4,57
2022-02-08,5,51
2022-02-08,6,57
2022-02-08,7,72
2022-02-08,8,94
2022-02-08,9,118
2022-02-08,10,137
2022-02-08,11,147
2022-02-08,12,145
2022-02-08,13,133
2022-02-08,14,112
2022-02-08,15,87
2022-02-08,16,65
2022-02-08,17,50
2022-02-08,18,44
2022-02-08,19,49
2022-02-08,20,62
2022-02-08,21,80
2022-02-08,22,98
2022-02-08,23,112
2022-02-09,0,118
2022-02-09,1,116
2022-02-09,2,106
2022-02-09,3,93
2022-02-09,4,79
2022-02-09,5,70
2022-02-09,6,68
2022-02-09,7,75
2022-02-09,8,88
2022-02-09,9,105
2022-02-09,10,123
2022-02-09,11,136
2022-02-09,12,142
2022-02-09,13,138
2022-02-09,14,126
2022-02-09,15,108
2022-02-09,16,87
2022-02-09,17,67
2022-02-09,18,52
2022-02-09,19,46
2022-02-09,20,47
2022-02-09,21,56
2022-02-09,22,70
2022-02-09,23,85
2022-02-10,0,98
2022-02-10,1,106
2022-02-10,2,108
2022-02-10,3,105
2022-02-10,4,99
2022-02-10,5,91
2022-02-10,6,85
2022-02-10,7,84
2022-02-10,8,87
2022-02-10,9,96
2022-02-10,10,109
2022-02-10,11,122
2022-02-10,12,132
2022-02-10,13,137
2022-02-10,14,135
2022-02-10,15,125
2022-02-10,16,109
2022-02-10,17,90
2022-02-10,18,70
2022-02-10,19,54
2022-02-10,20,44
2022-02-10,21,41
2022-02-10,22,46
2022-02-10,23,57
2022-02-11,0,72
2022-02-11,1,87
2022-02-11,2,100
2022-02-11,3,109
2022-02-11,4,111
2022-02-11,5,109
2022-02-11,6,104
2022-02-11,7,97
2022-02-11,8,93
2022-02-11,9,93
2022-02-11,10,98
2022-02-11,11,106
2022-02-11,12,117
2022-02-11,13,128
2022-02-11,14,135
2022-02-11,15,136
2022-02-11,16,129
2022-02-11,17,114
2022-02-11,18,95
2022-02-11,19,72
