d,t,l
2022-01-01,0,-1
2022-01-01,1,7
2022-01-01,2,29
2022-01-01,3,60
2022-01-01,4,94
2022-01-01,5,121
2022-01-01,6,137
2022-01-01,7,138
2022-01-01,8,128
2022-01-01,9,111
2022-01-01,10,93
2022-01-01,11,80
2022-01-01,12,76
2022-01-01,13,86
2022-01-01,14,106
2022-01-01,15,132
2022-01-01,16,155
2022-01-01,17,170
2022-01-01,18,171
2022-01-01,19,155
2022-01-01,20,125
2022-01-01,21,87
2022-01-01,22,48
2022-01-01,23,13
2022-01-02,0,-10
2022-01-02,1,-16
2022-01-02,2,-4
2022-01-02,3,24
2022-01-02,4,60
2022-01-02,5,97
2022-01-02,6,127
2022-01-02,7,142
2022-01-02,8,142
2022-01-02,9,129
2022-01-02,10,111
2022-01-02,11,92
2022-01-02,12,78
2022-01-02,13,77
2022-01-02,14,89
2022-01-02,15,113
2022-01-02,16,141
2022-01-02,17,165
2022-01-02,18,179
2022-01-02,19,177
2022-01-02,20,156
2022-01-02,21,121
2022-01-02,22,79
2022-01-02,23,37
2022-01-03,0,1
2022-01-03,1,-21
2022-01-03,2,-24
2022-01-03,3,-7
2022-01-03,4,25
2022-01-03,5,65
2022-01-03,6,103
2022-01-03,7,132
2022-01-03,8,145
2022-01-03,9,142
2022-01-03,10,127
2022-01-03,11,106
2022-01-03,12,87
2022-01-03,13,75
2022-01-03,14,77
2022-01-03,15,93
2022-01-03,16,119
2022-01-03,17,149
2022-01-03,18,173
2022-01-03,19,185
2022-01-03,20,178
2022-01-03,21,153
2022-01-03,22,115
2022-01-03,23,71
2022-01-04,0,28
2022-01-04,1,-6
2022-01-04,2,-25
2022-01-04,3,-24
2022-01-04,4,-2
2022-01-04,5,32
2022-01-04,6,73
2022-01-04,7,111
2022-01-04,8,136
2022-01-04,9,145
2022-01-04,10,138
2022-01-04,11,121
2022-01-04,12,100
2022-01-04,13,82
2022-01-04,14,72
2022-01-04,15,77
2022-01-04,16,97
2022-01-04,17,124
2022-01-04,18,153
2022-01-04,19,176
2022-01-04,20,184
2022-01-04,21,174
2022-01-04,22,146
2022-01-04,23,107
2022-01-05,0,64
2022-01-05,1,23
2022-01-05,2,-8
2022-01-05,3,-21
2022-01-05,4,-15
2022-01-05,5,10
2022-01-05,6,45
2022-01-05,7,84
2022-01-05,8,118
2022-01-05,9,138
2022-01-05,10,142
2022-01-05,11,131
2022-01-05,12,113
2022-01-05,13,93
2022-01-05,14,77
2022-01-05,15,70
2022-01-05,16,79
2022-01-05,17,100
2022-01-05,18,127
2022-01-05,19,154
2022-01-05,20,173
2022-01-05,21,177
2022-01-05,22,164
2022-01-05,23,135
2022-01-06,0,98
2022-01-06,1,58
2022-01-06,2,22
2022-01-06,3,-2
2022-01-06,4,-10
2022-01-06,5,1
2022-01-06,6,27
2022-01-06,7,61
2022-01-06,8,96
2022-01-06,9,123
2022-01-06,10,138
2022-01-06,11,137
2022-01-06,12,124
2022-01-06,13,106
2022-01-06,14,87
2022-01-06,15,73
2022-01-06,16,70
2022-01-06,17,80
2022-01-06,18,101
2022-01-06,19,127
2022-01-06,20,150
2022-01-06,21,164
2022-01-06,22,165
2022-01-06,23,150
2022-01-07,0,122
2022-01-07,1,88
2022-01-07,2,55
2022-01-07,3,26
2022-01-07,4,9
2022-01-07,5,8
2022-01-07,6,22
2022-01-07,7,48
2022-01-07,8,78
2022-01-07,9,106
2022-01-07,10,127
2022-01-07,11,135
2022-01-07,12,131
2022-01-07,13,117
2022-01-07,14,100
2022-01-07,15,83
2022-01-07,16,72
2022-01-07,17,71
2022-01-07,18,81
2022-01-07,19,100
2022-01-07,20,122
2022-01-07,21,140
2022-01-07,22,150
2022-01-07,23,148
2022-01-08,0,133
2022-01-08,1,109
2022-01-08,2,81
2022-01-08,3,55
2022-01-08,4,35
2022-01-08,5,25
2022-01-08,6,29
2022-01-08,7,44
2022-01-08,8,67
2022-01-08,9,92
2022-01-08,10,115
2022-01-08,11,129
2022-01-08,12,133
2022-01-08,13,126
2022-01-08,14,112
2022-01-08,15,96
2022-01-08,16,81
2022-01-08,17,71
2022-01-08,18,71
2022-01-08,19,81
2022-01-08,20,96
2022-01-08,21,113
2022-01-08,22,127
2022-01-08,23,134
2022-01-09,0,131
2022-01-09,1,118
2022-01-09,2,99
2022-01-09,3,78
2022-01-09,4,59
2022-01-09,5,47
2022-01-09,6,43
2022-01-09,7,49
2022-01-09,8,64
2022-01-09,9,84
2022-01-09,10,104
2022-01-09,11,120
2022-01-09,12,130
2022-01-09,13,130
2022-01-09,14,122
2022-01-09,15,109
2022-01-09,16,93
2022-01-09,17,80
2022-01-09,18,71
2022-01-09,19,70
2022-01-09,20,77
2022-01-09,21,88
2022-01-09,22,101
2022-01-09,23,111
2022-01-10,0,117
2022-01-10,1,115
2022-01-10,2,106
2022-01-10,3,93
2022-01-10,4,79
2022-01-10,5,67
2022-01-10,6,60
2022-01-10,7,60
2022-01-10,8,67
2022-01-10,9,80
2022-01-10,10,96
2022-01-10,11,111
2022-01-10,12,123
2022-01-10,13,129
2022-01-10,14,128
2022-01-10,15,120
2022-01-10,16,107
2022-01-10,17,92
2022-01-10,18,78
2022-01-10,19,69
2022-01-10,20,66
2022-01-10,21,69
2022-01-10,22,77
2022-01-10,23,87
2022-01-11,0,97
2022-01-11,1,103
2022-01-11,2,104
2022-01-11,3,100
2022-01-11,4,93
2022-01-11,5,84
2022-01-11,6,77
2022-01-11,7,73
2022-01-11,8,74
2022-01-11,9,80
2022-01-11,10,91
2022-01-11,11,103
2022-01-11,12,116
2022-01-11,13,125
2022-01-11,14,130
2022-01-11,15,128
2022-01-11,16,119
2022-01-11,17,106
2022-01-11,18,90
2022-01-11,19,75
2022-01-11,20,64
2022-01-11,21,58
2022-01-11,22,58
2022-01-11,23,65
2022-01-12,0,75
2022-01-12,1,86
2022-01-12,2,95
2022-01-12,3,100
2022-01-12,4,100
2022-01-12,5,97
2022-01-12,6,92
2022-01-12,7,87
2022-01-12,8,83
2022-01-12,9,83
2022-01-12,10,88
2022-01-12,11,96
2022-01-12,12,107
2022-01-12,13,119
2022-01-12,14,128
2022-01-12,15,132
2022-01-12,16,129
2022-01-12,17,120
2022-01-12,18,104
2022-01-12,19,86
2022-01-12,20,69
2022-01-12,21,54
2022-01-12,22,46
2022-01-12,23,46
2022-01-13,0,54
2022-01-13,1,66
2022-01-13,2,80
2022-01-13,3,93
2022-01-13,4,102
2022-01-13,5,105
2022-01-13,6,104
2022-01-13,7,99
2022-01-13,8,93
2022-01-13,9,89
2022-01-13,10,88
2022-01-13,11,91
2022-01-13,12,99
2022-01-13,13,111
2022-01-13,14,123
2022-01-13,15,132
2022-01-13,16,136
2022-01-13,17,132
2022-01-13,18,120
2022-01-13,19,101
2022-01-13,20,79
2022-01-13,21,58
2022-01-13,22,42
2022-01-13,23,34
2022-01-14,0,35
2022-01-14,1,45
2022-01-14,2,62
2022-01-14,3,80
2022-01-14,4,97
2022-01-14,5,108
2022-01-14,6,113
2022-01-14,7,110
2022-01-14,8,104
2022-01-14,9,96
2022-01-14,10,90
2022-01-14,11,88
2022-01-14,12,92
2022-01-14,13,102
2022-01-14,14,115
2022-01-14,15,129
2022-01-14,16,138
2022-01-14,17,141
2022-01-14,18,134
2022-01-14,19,118
2022-01-14,20,95
2022-01-14,21,69
2022-01-14,22,45
2022-01-14,23,28
2022-01-15,0,22
2022-01-15,1,27
2022-01-15,2,42
2022-01-15,3,64
2022-01-15,4,87
2022-01-15,5,105
2022-01-15,6,117
2022-01-15,7,119
2022-01-15,8,114
2022-01-15,9,104
2022-01-15,10,94
2022-01-15,11,87
2022-01-15,12,86
2022-01-15,13,93
2022-01-15,14,106
2022-01-15,15,122
2022-01-15,16,137
2022-01-15,17,146
2022-01-15,18,146
2022-01-15,19,134
2022-01-15,20,113
2022-01-15,21,85
2022-01-15,22,56
2022-01-15,23,31
2022-01-16,0,15
2022-01-16,1,13
2022-01-16,2,24
2022-01-16,3,45
2022-01-16,4,72
2022-01-16,5,97
2022-01-16,6,115
2022-01-16,7,124
