d,t,l
2020-01-01,0,120
2020-01-01,1,97
2020-01-01,2,72
2020-01-01,3,51
2020-01-01,4,36
2020-01-01,5,31
2020-01-01,6,37
2020-01-01,7,53
2020-01-01,8,73
2020-01-01,9,94
2020-01-01,10,111
2020-01-01,11,121
2020-01-01,12,122
2020-01-01,13,116
2020-01-01,14,105
2020-01-01,15,93
2020-01-01,16,84
2020-01-01,17,80
2020-01-01,18,83
2020-01-01,19,94
2020-01-01,20,107
2020-01-01,21,121
2020-01-01,22,129
2020-01-01,23,130
2020-01-02,0,123
2020-01-02,1,108
2020-01-02,2,89
2020-01-02,3,69
2020-01-02,4,53
2020-01-02,5,44
2020-01-02,6,44
2020-01-02,7,52
2020-01-02,8,67
2020-01-02,9,85
2020-01-02,10,102
2020-01-02,11,115
2020-01-02,12,121
2020-01-02,13,121
2020-01-02,14,114
2020-01-02,15,104
2020-01-02,16,93
2020-01-02,17,84
2020-01-02,18,81
2020-01-02,19,83
2020-01-02,20,91
2020-01-02,21,101
2020-01-02,22,111
2020-01-02,23,118
2020-01-03,0,118
2020-01-03,1,112
2020-01-03,2,100
2020-01-03,3,85
2020-01-03,4,71
2020-01-03,5,60
2020-01-03,6,55
2020-01-03,7,57
2020-01-03,8,65
2020-01-03,9,78
2020-01-03,10,93
2020-01-03,11,107
2020-01-03,12,117
2020-01-03,13,122
2020-01-03,14,121
2020-01-03,15,114
2020-01-03,16,104
2020-01-03,17,93
2020-01-03,18,83
2020-01-03,19,78
2020-01-03,20,78
2020-01-03,21,83
2020-01-03,22,91
2020-01-03,23,100
2020-01-04,0,106
2020-01-04,1,108
2020-01-04,2,105
2020-01-04,3,97
2020-01-04,4,87
2020-01-04,5,77
2020-01-04,6,69
2020-01-04,7,65
2020-01-04,8,67
2020-01-04,9,74
2020-01-04,10,85
2020-01-04,11,99
2020-01-04,12,111
2020-01-04,13,121
2020-01-04,14,125
2020-01-04,15,123
2020-01-04,16,116
2020-01-04,17,104
2020-01-04,18,91
2020-01-04,19,79
2020-01-04,20,71
2020-01-04,21,69
2020-01-04,22,72
2020-01-04,23,79
2020-01-05,0,89
2020-01-05,1,98
2020-01-05,2,103
2020-01-05,3,104
2020-01-05,4,100
2020-01-05,5,93
2020-01-05,6,84
2020-01-05,7,77
2020-01-05,8,73
2020-01-05,9,74
2020-01-05,10,80
2020-01-05,11,91
2020-01-05,12,104
2020-01-05,13,116
2020-01-05,14,126
2020-01-05,15,130
2020-01-05,16,127
2020-01-05,17,117
2020-01-05,18,103
2020-01-05,19,86
2020-01-05,20,71
2020-01-05,21,59
2020-01-05,22,55
2020-01-05,23,58
2020-01-06,0,67
2020-01-06,1,81
2020-01-06,2,94
2020-01-06,3,104
2020-01-06,4,108
2020-01-06,5,106
2020-01-06,6,100
2020-01-06,7,91
2020-01-06,8,83
2020-01-06,9,78
2020-01-06,10,78
2020-01-06,11,84
2020-01-06,12,95
2020-01-06,13,109
2020-01-06,14,124
2020-01-06,15,134
2020-01-06,16,136
2020-01-06,17,131
2020-01-06,18,117
2020-01-06,19,98
2020-01-06,20,77
2020-01-06,21,57
2020-01-06,22,44
2020-01-06,23,39
2020-01-07,0,45
2020-01-07,1,58
2020-01-07,2,77
2020-01-07,3,95
2020-01-07,4,109
2020-01-07,5,115
2020-01-07,6,114
2020-01-07,7,106
2020-01-07,8,96
2020-01-07,9,86
2020-01-07,10,79
2020-01-07,11,79
2020-01-07,12,87
2020-01-07,13,101
2020-01-07,14,118
2020-01-07,15,133
2020-01-07,16,143
2020-01-07,17,144
2020-01-07,18,134
2020-01-07,19,114
2020-01-07,20,89
2020-01-07,21,63
2020-01-07,22,40
2020-01-07,23,26
2020-01-08,0,24
2020-01-08,1,34
2020-01-08,2,54
2020-01-08,3,78
2020-01-08,4,101
2020-01-08,5,118
2020-01-08,6,124
2020-01-08,7,121
2020-01-08,8,110
2020-01-08,9,97
2020-01-08,10,85
2020-01-08,11,78
2020-01-08,12,79
2020-01-08,13,90
2020-01-08,14,108
2020-01-08,15,128
2020-01-08,16,145
2020-01-08,17,154
2020-01-08,18,150
2020-01-08,19,134
2020-01-08,20,108
2020-01-08,21,77
2020-01-08,22,46
2020-01-08,23,22
2020-01-09,0,9
2020-01-09,1,11
2020-01-09,2,28
2020-01-09,3,55
2020-01-09,4,84
2020-01-09,5,111
2020-01-09,6,128
2020-01-09,7,132
2020-01-09,8,125
2020-01-09,9,111
2020-01-09,10,95
2020-01-09,11,81
2020-01-09,12,75
2020-01-09,13,80
2020-01-09,14,96
2020-01-09,15,118
2020-01-09,16,141
2020-01-09,17,158
2020-01-09,18,163
2020-01-09,19,154
2020-01-09,20,131
2020-01-09,21,99
2020-01-09,22,63
2020-01-09,23,29
2020-01-10,0,4
2020-01-10,1,-5
2020-01-10,2,4
2020-01-10,3,28
2020-01-10,4,60
2020-01-10,5,94
2020-01-10,6,122
2020-01-10,7,136
2020-01-10,8,136
2020-01-10,9,125
