d,t,l
2020-01-01,0,123
2020-01-01,1,102
2020-01-01,2,77
2020-01-01,3,55
2020-01-01,4,38
2020-01-01,5,31
2020-01-01,6,35
2020-01-01,7,49
2020-01-01,8,68
2020-01-01,9,89
2020-01-01,10,108
2020-01-01,11,121
2020-01-01,12,125
2020-01-01,13,121
2020-01-01,14,111
2020-01-01,15,98
2020-01-01,16,86
2020-01-01,17,80
2020-01-01,18,80
2020-01-01,19,88
2020-01-01,20,100
2020-01-01,21,113
2020-01-01,22,123
2020-01-01,23,126
2020-01-02,0,122
2020-01-02,1,109
2020-01-02,2,91
2020-01-02,3,71
2020-01-02,4,55
2020-01-02,5,44
2020-01-02,6,42
2020-01-02,7,48
2020-01-02,8,62
2020-01-02,9,79
2020-01-02,10,97
2020-01-02,11,112
2020-01-02,12,121
2020-01-02,13,123
2020-01-02,14,118
2020-01-02,15,107
2020-01-02,16,95
2020-01-02,17,85
2020-01-02,18,79
2020-01-02,19,79
2020-01-02,20,85
2020-01-02,21,95
2020-01-02,22,104
2020-01-02,23,111
2020-01-03,0,114
2020-01-03,1,110
2020-01-03,2,100
2020-01-03,3,85
2020-01-03,4,71
2020-01-03,5,59
2020-01-03,6,52
2020-01-03,7,52
2020-01-03,8,60
2020-01-03,9,72
2020-01-03,10,87
2020-01-03,11,102
2020-01-03,12,114
2020-01-03,13,122
2020-01-03,14,122
2020-01-03,15,116
2020-01-03,16,105
2020-01-03,17,92
2020-01-03,18,81
2020-01-03,19,74
2020-01-03,20,73
2020-01-03,21,78
2020-01-03,22,85
2020-01-03,23,93
2020-01-04,0,101
2020-01-04,1,105
2020-01-04,2,103
2020-01-04,3,96
2020-01-04,4,85
2020-01-04,5,74
2020-01-04,6,64
2020-01-04,7,59
2020-01-04,8,61
2020-01-04,9,68
2020-01-04,10,79
2020-01-04,11,93
2020-01-04,12,106
2020-01-04,13,118
2020-01-04,14,124
2020-01-04,15,123
2020-01-04,16,115
2020-01-04,17,102
2020-01-04,18,88
2020-01-04,19,74
2020-01-04,20,66
2020-01-04,21,63
2020-01-04,22,66
2020-01-04,23,73
2020-01-05,0,83
2020-01-05,1,93
2020-01-05,2,100
2020-01-05,3,102
2020-01-05,4,97
2020-01-05,5,89
2020-01-05,6,80
2020-01-05,7,71
2020-01-05,8,66
2020-01-05,9,67
2020-01-05,10,74
2020-01-05,11,84
2020-01-05,12,97
2020-01-05,13,112
2020-01-05,14,123
2020-01-05,15,128
2020-01-05,16,125
2020-01-05,17,114
2020-01-05,18,98
2020-01-05,19,80
2020-01-05,20,64
2020-01-05,21,53
2020-01-05,22,50
2020-01-05,23,53
2020-01-06,0,63
2020-01-06,1,76
2020-01-06,2,91
2020-01-06,3,101
2020-01-06,4,106
2020-01-06,5,104
2020-01-06,6,96
2020-01-06,7,86
2020-01-06,8,76
2020-01-06,9,70
2020-01-06,10,71
2020-01-06,11,77
2020-01-06,12,88
2020-01-06,13,103
2020-01-06,14,118
2020-01-06,15,129
2020-01-06,16,133
2020-01-06,17,127
2020-01-06,18,113
2020-01-06,19,92
2020-01-06,20,69
2020-01-06,21,50
2020-01-06,22,38
2020-01-06,23,35
2020-01-07,0,41
2020-01-07,1,55
2020-01-07,2,74
2020-01-07,3,93
2020-01-07,4,107
2020-01-07,5,114
2020-01-07,6,112
2020-01-07,7,103
2020-01-07,8,90
2020-01-07,9,79
2020-01-07,10,72
2020-01-07,11,72
2020-01-07,12,79
2020-01-07,13,93
2020-01-07,14,110
2020-01-07,15,127
2020-01-07,16,138
2020-01-07,17,139
2020-01-07,18,129
2020-01-07,19,109
2020-01-07,20,83
2020-01-07,21,56
2020-01-07,22,34
2020-01-07,23,21
2020-01-08,0,20
2020-01-08,1,31
2020-01-08,2,51
2020-01-08,3,77
2020-01-08,4,100
2020-01-08,5,117
2020-01-08,6,123
2020-01-08,7,120
